,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
1263,80.0,230,83.0,26.0,6,4,7,6,13,10,4,9,4,6,5,6,9,5,9,5.625,2.173,4.199,0.518,0.0,0.051,0.0,2.173,4.149,0.524,1.275,2.026,0.629,2.252,5.649,7.901,0.601,0.8,0.876,1.926,2.749,-5.451,2.976,4.25,0.099,1.899,0.074,0.074,1.0,2.052,3.852,0.533,0.05,0.224,0.223,48.645,48.798,7.626,3.776,7.776,0.49,0.075,0.225,0.333,3.699,7.55,0.49,0.299,0.575,0.52,3.175,6.35,0.5,0.226,0.627,0.36,-2.2,0.6,-1.5,0.553,0.012,0.482,9.1,26.4,17.1,4.3,1.6,3.2,27.4,12.7
1264,80.5,220,80.25,31.0,10,8,7,6,7,8,3,6,9,8,3,7,5,7,9,7.5,3.024,6.167,0.498,0.095,0.38,0.25,2.928,5.785,0.506,1.357,1.738,0.781,1.311,4.688,5.999,0.594,0.476,0.405,1.406,2.809,-4.118,5.154,5.192,0.048,1.712,0.022,0.022,1.0,2.571,4.81,0.535,0.332,0.952,0.349,53.279,53.048,9.952,4.857,8.953,0.556,0.237,0.666,0.356,4.621,8.286,0.558,0.451,0.643,0.701,3.689,6.688,0.552,0.475,0.954,0.498,-1.5,-1.7,-3.2,0.541,0.062,0.282,5.1,18.7,11.8,3.5,0.9,1.4,16.9,14.1
1265,76.5,195,81.0,40.5,9,11,14,9,12,10,8,14,9,6,6,11,6,13,10,13.79,5.528,10.264,0.587,0.999,2.5,0.4,4.526,7.763,0.583,1.738,2.553,0.681,1.946,6.579,8.525,0.869,0.764,0.789,1.527,2.79,0.369,8.112,7.526,0.0,2.078,0.025,0.025,1.0,3.71,5.869,0.632,0.764,1.869,0.409,56.486,56.417,8.342,4.079,7.842,0.532,0.183,0.577,0.317,3.896,7.265,0.536,0.368,0.578,0.637,3.315,5.999,0.553,0.209,0.684,0.306,1.1,0.5,1.6,0.605,0.244,0.249,7.5,26.4,16.7,5.4,1.4,2.6,11.8,20.7
1266,80.5,225,87.0,27.5,9,9,6,7,9,4,4,7,5,9,5,7,4,4,10,5.678,2.194,4.322,0.523,0.129,0.419,0.308,2.064,3.904,0.529,1.16,1.741,0.666,1.288,3.326,4.614,0.355,0.097,0.292,1.324,1.904,-3.646,4.732,3.484,0.193,1.518,0.032,0.065,0.492,1.71,3.161,0.541,0.322,0.676,0.476,31.875,31.835,5.774,2.837,4.999,0.577,0.097,0.354,0.274,2.741,4.645,0.59,0.194,0.289,0.671,2.42,3.935,0.615,0.129,0.42,0.307,-1.4,-1.1,-2.5,0.558,0.097,0.403,8.9,23.6,16.1,4.0,0.3,1.6,20.6,18.3
1267,77.5,205,81.25,28.5,10,7,14,7,8,13,9,11,7,11,12,6,5,11,10,6.651,2.403,6.026,0.409,0.126,0.552,0.228,2.275,5.474,0.416,1.723,2.549,0.676,1.477,5.074,6.551,0.85,0.95,0.301,1.525,2.476,-4.002,3.744,4.451,0.0,2.475,0.125,0.175,0.714,2.075,4.85,0.428,0.051,0.451,0.113,49.804,49.965,8.351,4.076,7.325,0.57,0.199,0.474,0.42,3.877,6.85,0.566,0.401,0.525,0.764,3.276,5.876,0.558,0.199,0.449,0.443,-2.0,-0.8,-2.8,0.465,0.092,0.423,6.0,22.0,13.8,5.4,1.9,1.0,17.6,15.5
1268,82.0,235,86.0,28.0,13,13,13,11,10,5,5,15,5,5,8,15,4,9,11,10.001,3.978,6.418,0.665,0.58,1.115,0.52,3.394,5.303,0.64,1.466,1.814,0.808,1.303,3.581,4.884,0.208,0.349,0.838,0.441,1.371,7.37,7.727,5.673,0.0,1.372,0.021,0.047,0.447,2.789,4.302,0.648,0.556,0.953,0.583,30.654,30.743,4.84,2.257,5.139,0.471,0.324,0.419,0.773,1.932,4.721,0.409,0.115,0.185,0.622,1.743,4.118,0.423,0.069,0.42,0.164,4.2,0.8,4.9,0.693,0.174,0.283,9.1,25.4,17.2,2.3,1.1,5.1,5.8,22.3
1269,78.0,200,79.25,37.5,12,11,11,9,11,7,11,14,7,7,6,13,9,6,11,12.871,4.975,9.434,0.554,0.511,1.129,0.453,4.46,8.307,0.537,2.409,2.975,0.81,2.051,5.589,7.64,0.692,1.128,0.613,1.59,2.514,7.538,6.2,7.896,0.0,2.385,0.0,0.0,,3.95,6.974,0.566,0.512,1.334,0.384,54.455,54.953,9.359,4.538,8.973,0.521,0.282,0.973,0.29,4.255,8.0,0.532,0.256,0.386,0.663,3.564,6.718,0.531,0.436,0.899,0.485,0.8,-0.5,0.4,0.599,0.12,0.315,8.5,22.0,15.4,4.0,2.1,2.1,12.9,20.2
1270,83.5,260,90.0,36.5,7,6,9,1,12,14,4,10,6,7,2,6,2,8,7,7.377,2.889,4.491,0.656,0.11,0.243,0.453,2.777,4.243,0.654,1.489,2.223,0.67,2.002,5.776,7.778,0.62,0.466,1.246,1.066,1.889,12.687,2.532,5.422,0.046,2.201,0.021,0.021,1.0,2.665,4.001,0.666,0.066,0.222,0.297,48.533,48.348,5.645,2.757,6.133,0.46,0.132,0.333,0.396,2.622,5.799,0.452,0.311,0.512,0.607,2.155,4.778,0.451,0.155,0.512,0.303,0.8,1.8,2.7,0.674,0.054,0.495,8.5,25.6,16.9,3.5,1.0,5.2,16.3,11.8
1271,82.5,270,88.0,26.0,4,11,10,7,12,10,7,16,7,4,4,13,2,10,11,8.454,3.303,6.519,0.512,0.067,0.37,0.181,3.238,6.155,0.526,1.782,2.52,0.707,2.389,6.524,8.913,1.109,0.588,1.086,1.544,2.719,8.676,3.853,6.044,0.043,2.349,0.0,0.0,,2.999,5.456,0.55,0.216,0.696,0.31,54.279,54.437,8.935,4.37,8.848,0.505,0.195,0.652,0.299,4.173,8.196,0.509,0.129,0.39,0.331,3.87,7.305,0.53,0.172,0.499,0.345,-0.3,0.5,0.2,0.554,0.057,0.387,9.2,26.0,17.4,6.1,1.1,3.8,16.8,15.0
1272,78.0,225,82.0,31.5,7,7,13,14,13,11,14,17,10,6,8,7,6,16,12,6.615,2.794,5.282,0.544,0.154,0.538,0.286,2.64,4.745,0.556,0.87,1.588,0.548,3.076,6.488,9.564,1.563,0.82,1.102,1.694,2.666,11.129,3.897,4.924,0.052,1.922,0.077,0.102,0.755,2.36,4.155,0.568,0.178,0.487,0.366,54.442,54.8,6.334,3.051,6.744,0.47,0.231,0.538,0.429,2.818,6.204,0.454,0.255,0.359,0.71,2.413,5.411,0.446,0.154,0.437,0.352,-0.4,1.7,1.3,0.553,0.102,0.301,12.8,26.4,19.7,8.1,1.5,4.0,22.1,12.5
1273,80.5,240,83.0,32.0,9,9,5,11,12,6,4,18,9,4,6,10,8,11,12,9.168,3.639,7.139,0.517,0.11,0.501,0.22,3.527,6.639,0.531,1.778,2.611,0.681,2.445,6.583,9.028,1.195,0.999,1.419,1.25,3.056,4.305,4.633,6.0,0.276,2.333,0.055,0.055,1.0,2.946,5.474,0.538,0.529,1.111,0.476,58.372,57.98,11.667,5.667,10.555,0.553,0.333,0.443,0.752,5.333,10.111,0.527,0.305,0.612,0.498,4.667,8.776,0.532,0.361,0.722,0.5,0.2,-0.9,-0.7,0.553,0.07,0.366,9.1,25.6,17.2,5.9,1.7,4.3,13.1,14.4
1274,78.0,210,78.0,34.0,15,8,8,12,13,10,12,12,12,11,6,8,7,7,11,16.214,6.501,12.238,0.531,0.0,0.0,,6.501,12.238,0.531,3.215,5.047,0.637,2.835,6.592,9.427,0.785,0.761,0.549,1.477,2.426,-2.502,3.824,12.713,0.095,3.549,0.071,0.119,0.597,6.285,11.643,0.54,0.143,0.476,0.3,60.377,60.486,10.214,5.046,9.215,0.554,0.119,0.595,0.2,4.928,8.618,0.572,0.548,0.788,0.695,4.215,7.333,0.575,0.166,0.5,0.332,1.9,-0.4,1.4,0.561,0.0,0.412,9.7,24.6,16.9,4.9,1.3,1.7,9.3,23.6
1275,81.0,235,88.0,29.5,9,12,10,11,10,6,6,14,8,10,10,13,7,13,11,8.047,2.929,5.905,0.504,0.096,0.38,0.253,2.834,5.524,0.513,2.095,2.832,0.74,2.002,6.546,8.548,0.977,0.524,0.643,1.168,3.237,6.407,4.964,4.809,0.049,2.356,0.0,0.021,0.0,2.404,4.643,0.518,0.429,0.858,0.5,60.822,60.356,14.404,7.071,11.668,0.617,0.262,0.571,0.459,6.809,11.096,0.614,0.214,0.405,0.528,6.453,10.285,0.627,0.143,0.405,0.353,-0.4,-2.4,-2.8,0.563,0.064,0.48,7.1,25.0,15.7,4.6,0.9,1.9,14.0,12.4
1276,79.0,235,86.0,30.0,0,8,3,8,6,5,1,6,1,8,8,9,1,2,5,3.487,1.414,3.171,0.45,0.024,0.317,0.076,1.389,2.854,0.487,0.634,1.024,0.619,0.487,3.269,3.756,0.121,0.39,0.219,1.683,1.636,-13.804,5.627,2.487,0.0,1.124,0.05,0.073,0.685,1.196,2.099,0.57,0.146,0.682,0.214,30.083,30.549,6.49,3.123,5.242,0.619,0.244,0.438,0.557,2.878,4.804,0.599,0.439,0.585,0.75,2.267,3.78,0.6,0.17,0.441,0.385,-5.3,-2.0,-7.3,0.481,0.1,0.323,3.9,23.1,14.2,1.7,1.3,1.2,31.7,16.4
1277,79.0,220,79.0,28.5,8,11,12,11,11,10,4,8,12,8,9,12,4,12,11,4.973,1.888,4.058,0.472,0.054,0.306,0.176,1.834,3.749,0.489,1.139,1.527,0.746,1.138,4.723,5.861,0.529,0.639,0.473,0.918,1.778,0.111,4.034,3.389,0.0,1.363,0.0,0.0,,1.694,3.166,0.535,0.14,0.583,0.24,31.547,31.648,3.862,1.86,4.5,0.429,0.138,0.472,0.292,1.722,4.03,0.427,0.166,0.307,0.541,1.389,3.195,0.435,0.167,0.529,0.316,-0.9,3.2,2.3,0.526,0.075,0.376,7.6,31.0,19.4,5.6,2.0,2.7,16.3,15.9
1278,81.5,235,82.0,30.0,9,11,10,5,9,7,6,15,5,9,4,13,5,7,10,8.488,3.147,5.878,0.552,0.195,0.611,0.319,2.952,5.268,0.56,1.999,2.659,0.752,1.44,4.731,6.171,0.365,0.121,0.902,1.171,2.244,1.001,5.553,5.123,0.05,2.097,0.0,0.0,,2.561,4.438,0.577,0.391,0.828,0.472,36.321,36.24,5.731,2.829,5.78,0.496,0.073,0.242,0.302,2.756,5.538,0.498,0.316,0.512,0.617,2.414,4.903,0.492,0.022,0.123,0.179,0.7,1.1,1.8,0.602,0.104,0.452,8.2,27.5,17.8,3.7,0.3,4.4,14.2,20.0
1279,83.0,230,88.25,32.0,15,10,12,7,10,14,6,7,10,7,9,11,5,12,11,15.373,6.225,10.826,0.587,0.249,0.699,0.356,5.975,10.127,0.59,2.674,3.95,0.677,1.4,5.475,6.875,0.425,0.525,1.474,1.274,2.602,1.853,4.105,11.501,0.0,3.3,0.0,0.023,0.0,5.75,9.449,0.609,0.224,0.65,0.345,53.053,53.244,6.924,3.4,7.499,0.462,0.126,0.299,0.421,3.276,7.197,0.455,0.424,0.674,0.629,2.551,5.926,0.43,0.299,0.599,0.499,2.0,0.8,2.8,0.612,0.065,0.365,6.1,22.0,14.4,2.9,1.0,5.3,9.2,23.4
1280,80.5,235,86.25,33.5,15,10,12,11,14,9,9,11,9,8,9,13,9,12,13,18.341,7.447,12.105,0.629,0.343,0.633,0.542,7.105,11.473,0.619,3.106,4.131,0.752,2.763,9.027,11.79,0.5,0.895,1.632,1.369,2.631,4.053,3.47,13.947,0.158,3.21,0.025,0.052,0.481,6.946,11.0,0.631,0.13,0.423,0.307,57.552,57.422,7.685,3.792,8.37,0.459,0.105,0.317,0.331,3.682,8.052,0.457,0.554,0.947,0.585,2.946,6.553,0.45,0.184,0.553,0.333,3.4,3.0,6.4,0.659,0.052,0.341,10.3,32.6,21.6,3.6,1.6,5.2,9.0,24.2
1281,73.5,170,77.0,34.0,8,13,8,7,6,9,8,8,5,9,9,13,17,10,10,6.026,2.296,5.296,0.482,0.514,1.19,0.432,1.784,4.107,0.434,0.918,1.297,0.708,0.27,2.298,2.568,0.406,0.325,0.242,0.731,1.327,2.244,9.298,2.54,0.081,1.326,0.217,0.243,0.893,1.054,2.621,0.402,0.512,1.242,0.412,27.939,28.082,4.568,2.19,4.108,0.556,0.188,0.407,0.462,2.0,3.703,0.54,0.216,0.351,0.615,1.675,3.027,0.553,0.108,0.324,0.333,-0.6,-1.5,-2.1,0.514,0.225,0.245,2.2,17.4,10.1,4.7,1.2,1.7,11.1,21.4
1282,79.5,240,87.0,26.0,13,12,8,6,7,11,10,15,6,11,11,15,9,9,12,15.599,5.975,10.573,0.576,0.224,0.4,0.56,5.749,10.174,0.565,3.423,4.626,0.74,1.524,5.552,7.076,0.874,0.748,1.526,1.726,2.603,-1.625,3.916,10.951,0.099,3.65,0.125,0.149,0.839,5.351,9.623,0.556,0.276,0.398,0.693,57.798,58.339,9.673,4.776,9.824,0.493,0.125,0.3,0.417,4.65,9.526,0.488,0.526,0.877,0.6,3.874,8.2,0.472,0.25,0.45,0.556,1.5,-0.4,1.1,0.619,0.038,0.438,6.2,21.7,14.1,5.6,1.3,4.8,12.0,22.7
1283,78.5,235,81.0,30.5,4,12,4,12,12,11,5,7,8,6,10,13,12,9,10,9.064,3.256,6.712,0.495,0.129,0.483,0.267,3.128,6.225,0.502,2.419,3.001,0.806,2.0,7.291,9.291,0.806,0.419,0.806,1.969,2.581,0.613,6.011,4.581,0.129,2.805,0.129,0.129,1.0,2.162,4.389,0.493,0.839,1.71,0.491,59.447,59.707,8.161,4.034,8.485,0.481,0.097,0.614,0.158,3.935,7.871,0.5,0.258,0.453,0.57,3.419,6.677,0.512,0.257,0.742,0.346,-1.1,1.3,0.2,0.564,0.072,0.447,7.3,26.9,17.1,4.2,0.7,2.4,19.7,15.2
1284,79.5,210,82.0,33.5,10,16,9,13,16,9,8,9,7,7,8,18,10,15,11,15.167,5.713,10.903,0.539,0.331,1.143,0.29,5.379,9.762,0.551,3.405,3.713,0.917,2.595,8.311,10.906,0.526,1.046,0.311,1.428,2.713,8.453,4.498,9.475,0.142,2.976,0.0,0.021,0.0,4.715,8.333,0.566,0.642,1.404,0.457,60.146,59.601,10.736,5.121,9.429,0.57,0.5,1.261,0.397,4.619,8.166,0.566,0.309,0.453,0.682,3.763,6.595,0.571,0.548,1.12,0.489,1.6,0.5,2.1,0.605,0.105,0.341,9.5,31.1,20.2,2.9,1.8,1.0,10.2,20.7
1285,78.0,220,84.0,36.5,10,7,6,12,5,6,8,11,8,7,12,6,10,12,11,6.024,2.341,4.098,0.571,0.0,0.022,0.0,2.341,4.074,0.575,1.341,1.78,0.753,1.147,2.755,3.902,0.684,0.389,0.44,0.952,1.658,4.755,2.692,4.538,0.0,1.634,0.098,0.121,0.81,2.17,3.78,0.574,0.073,0.17,0.429,34.278,34.18,4.783,2.342,5.098,0.469,0.098,0.366,0.268,2.245,4.732,0.474,0.122,0.243,0.502,1.902,3.877,0.491,0.219,0.611,0.358,0.4,-0.3,0.1,0.617,0.005,0.434,7.0,17.7,12.2,5.9,1.1,2.5,16.3,15.3
1286,85.0,235,89.0,32.0,11,4,10,3,10,9,6,5,5,8,7,4,5,11,9,10.094,4.12,6.548,0.629,0.0,0.095,0.0,4.12,6.453,0.638,1.857,3.452,0.538,1.858,7.499,9.357,0.453,0.143,2.262,1.812,3.143,-6.81,2.956,8.142,0.0,2.906,0.0,0.0,,4.073,6.383,0.638,0.048,0.07,0.686,57.258,57.377,11.046,5.43,11.001,0.502,0.191,0.549,0.348,5.238,10.453,0.501,0.927,1.547,0.599,4.096,8.548,0.479,0.213,0.358,0.595,-0.4,0.3,0.0,0.626,0.015,0.527,7.0,26.5,17.0,2.7,0.2,6.5,18.3,15.5
1287,82.5,225,84.25,30.0,14,7,11,7,5,8,8,14,5,9,9,7,11,9,10,4.616,1.872,3.796,0.496,0.024,0.077,0.312,1.846,3.718,0.497,0.846,1.512,0.56,0.589,2.439,3.028,0.281,0.436,0.718,1.0,1.488,-2.488,2.988,3.59,0.0,1.384,0.0,0.103,0.0,1.795,3.282,0.547,0.052,0.333,0.156,26.682,26.577,3.691,1.847,4.229,0.437,0.0,0.077,0.0,1.847,4.154,0.445,0.206,0.331,0.622,1.616,3.691,0.438,0.024,0.128,0.188,-2.0,0.5,-1.5,0.517,0.02,0.398,4.9,19.8,12.4,3.4,1.6,5.0,18.3,18.5
1288,83.0,225,85.0,42.0,5,9,8,8,14,11,7,17,8,11,4,10,6,8,9,9.318,3.842,6.136,0.635,0.113,0.431,0.262,3.727,5.705,0.653,1.522,2.364,0.644,2.773,7.182,9.955,1.251,0.956,1.453,1.113,2.613,7.433,2.707,7.093,0.046,2.183,0.021,0.047,0.447,3.457,4.955,0.698,0.183,0.705,0.26,49.771,49.997,6.205,3.046,7.137,0.435,0.113,0.363,0.311,2.932,6.772,0.433,0.204,0.433,0.471,2.547,5.955,0.428,0.182,0.387,0.47,2.1,2.9,5.0,0.649,0.07,0.385,12.5,30.2,21.7,7.8,1.9,5.5,13.4,15.0
1289,77.0,210,79.0,30.5,4,10,9,9,5,10,7,7,5,7,7,12,7,10,11,3.206,1.179,3.102,0.388,0.052,0.307,0.169,1.129,2.794,0.404,0.795,1.282,0.62,1.001,3.614,4.615,0.461,0.744,0.307,1.564,1.922,-8.898,6.924,1.847,0.0,1.717,0.024,0.051,0.471,0.898,2.233,0.402,0.204,0.513,0.398,41.274,41.305,6.666,3.282,5.591,0.596,0.102,0.257,0.397,3.177,5.332,0.596,0.412,0.461,0.894,2.694,4.641,0.58,0.077,0.229,0.336,-4.2,-1.5,-5.7,0.437,0.099,0.413,5.0,19.7,12.0,3.6,1.8,1.3,29.9,11.5
1290,82.5,225,88.0,31.5,16,9,14,11,10,11,8,8,6,7,7,10,9,7,11,11.534,4.799,8.932,0.537,0.0,0.0,,4.799,8.932,0.537,1.936,2.712,0.714,1.289,5.067,6.356,0.286,0.534,1.333,1.268,1.933,5.755,3.346,9.065,0.046,2.112,0.021,0.046,0.457,4.512,8.134,0.555,0.266,0.754,0.353,47.887,48.102,7.265,3.554,7.535,0.482,0.154,0.444,0.347,3.398,7.091,0.479,0.288,0.402,0.716,2.888,6.134,0.471,0.222,0.554,0.401,0.3,0.4,0.7,0.57,0.0,0.304,6.3,23.0,14.9,1.9,1.1,5.1,11.1,21.7
1291,75.0,190,80.0,28.0,8,11,6,11,11,7,6,16,7,8,5,11,6,12,11,10.237,4.157,8.395,0.509,0.236,0.789,0.299,3.923,7.605,0.516,1.684,2.868,0.587,2.316,5.527,7.843,0.87,0.315,0.158,1.58,2.947,-13.5,6.126,6.21,0.0,2.579,0.053,0.053,1.0,3.027,5.711,0.53,0.817,1.84,0.444,51.321,51.692,10.159,4.974,7.972,0.637,0.209,0.527,0.397,4.763,7.448,0.64,0.578,0.815,0.709,3.921,5.869,0.668,0.262,0.763,0.343,0.0,-1.8,-1.8,0.53,0.094,0.342,9.6,24.6,16.8,6.0,0.6,0.5,14.1,19.6
1292,80.0,235,85.25,32.0,13,14,8,6,15,7,10,5,7,8,9,16,6,15,11,13.904,5.317,8.781,0.612,0.121,0.34,0.356,5.196,8.44,0.616,3.146,3.976,0.791,2.607,8.345,10.952,0.171,0.756,1.368,1.439,3.538,4.0,2.764,10.244,0.194,2.999,0.024,0.024,1.0,5.099,8.245,0.618,0.073,0.17,0.429,59.001,58.722,10.51,5.219,10.293,0.511,0.073,0.44,0.166,5.145,9.853,0.522,0.463,0.707,0.655,4.538,8.732,0.52,0.146,0.416,0.351,1.6,1.1,2.6,0.66,0.039,0.453,9.4,31.9,20.3,1.0,1.3,4.1,12.0,18.3
1293,79.0,215,85.0,28.5,8,13,10,5,8,6,8,17,12,6,12,14,9,11,10,8.225,3.25,7.026,0.489,0.376,1.374,0.274,2.875,5.648,0.509,1.35,1.951,0.692,1.5,4.278,5.778,0.849,0.374,0.748,1.098,2.552,-3.274,7.329,4.449,0.125,1.701,0.05,0.05,1.0,2.149,4.276,0.503,0.65,1.327,0.49,45.312,44.976,7.399,3.427,7.149,0.518,0.551,1.325,0.416,2.875,5.825,0.494,0.224,0.401,0.559,2.15,4.35,0.494,0.501,1.074,0.466,-0.2,-0.7,-0.9,0.522,0.196,0.278,7.5,21.5,14.5,6.1,0.8,3.1,12.2,18.3
1294,78.0,205,84.0,30.0,13,10,9,11,9,9,4,14,10,8,9,10,3,6,12,8.028,3.315,6.21,0.549,0.184,0.344,0.535,3.131,5.868,0.534,1.21,2.052,0.59,1.789,5.239,7.028,1.263,1.079,0.369,1.79,2.789,1.658,4.343,6.001,0.0,2.026,0.0,0.0,,3.0,5.344,0.561,0.131,0.527,0.249,60.289,60.167,12.421,6.106,10.131,0.613,0.209,0.632,0.331,5.894,9.501,0.62,0.369,0.685,0.539,5.264,8.237,0.639,0.263,0.578,0.455,-1.1,-2.6,-3.7,0.564,0.055,0.33,6.4,19.6,12.9,5.9,1.8,1.1,20.1,13.2
1295,79.0,225,87.25,29.0,7,10,9,7,10,10,4,6,7,7,4,11,11,9,10,7.242,2.623,6.838,0.449,0.891,3.109,0.287,1.729,3.73,0.464,1.107,1.622,0.682,1.433,6.541,7.974,0.567,1.0,0.703,1.595,2.703,-4.89,12.287,2.432,0.0,1.676,0.0,0.026,0.0,1.217,2.515,0.484,0.514,1.189,0.432,55.403,55.592,8.19,3.945,7.648,0.535,0.298,0.809,0.368,3.649,6.839,0.534,0.378,0.567,0.667,2.704,5.299,0.51,0.566,0.973,0.582,-2.4,0.5,-1.9,0.479,0.455,0.237,5.6,25.5,15.5,3.1,1.8,2.3,17.4,15.0
1296,80.0,225,86.25,27.0,13,9,9,5,6,6,7,12,6,6,4,10,7,10,11,15.877,6.536,12.294,0.546,0.341,1.0,0.341,6.195,11.293,0.549,2.464,3.707,0.665,1.804,5.243,7.047,0.463,0.196,0.903,1.708,2.562,-8.267,5.495,11.269,0.049,2.977,0.05,0.05,1.0,5.586,10.048,0.556,0.56,1.195,0.469,52.054,52.078,9.925,4.854,8.732,0.568,0.22,0.489,0.45,4.635,8.244,0.562,0.612,0.976,0.627,3.756,6.78,0.554,0.268,0.488,0.549,1.3,-1.4,-0.1,0.57,0.081,0.302,7.4,21.8,14.5,3.9,0.4,3.0,10.9,27.2
1297,81.0,215,81.0,29.5,8,9,10,9,7,5,7,3,4,5,5,9,7,9,11,4.452,1.689,3.953,0.475,0.38,1.071,0.355,1.309,2.881,0.454,0.69,0.881,0.783,1.047,3.835,4.882,0.263,0.571,0.618,0.952,1.428,0.381,7.972,2.285,0.0,1.119,0.096,0.143,0.671,1.048,2.19,0.479,0.167,0.547,0.305,36.661,36.628,6.215,3.022,5.478,0.567,0.167,0.287,0.582,2.857,5.191,0.55,0.332,0.452,0.735,2.31,4.263,0.542,0.215,0.474,0.454,-2.1,-0.7,-2.9,0.513,0.271,0.223,6.4,23.5,14.9,2.1,1.6,3.1,18.0,12.9
1298,80.0,215,79.0,34.0,10,10,8,5,11,6,4,13,8,6,3,10,9,9,10,4.64,1.81,3.476,0.531,0.071,0.143,0.497,1.738,3.335,0.521,0.953,1.168,0.816,1.524,3.619,5.143,1.049,0.262,0.381,1.142,1.736,-2.669,3.072,3.379,0.049,1.406,0.022,0.022,1.0,1.665,3.0,0.555,0.049,0.308,0.159,32.371,32.376,5.689,2.786,4.666,0.61,0.119,0.308,0.386,2.667,4.357,0.612,0.143,0.261,0.548,2.402,3.858,0.623,0.118,0.239,0.494,-0.2,-1.0,-1.1,0.581,0.041,0.336,10.9,25.4,18.2,9.5,0.8,2.2,22.3,14.1
1299,76.0,200,81.25,35.0,7,10,8,6,10,5,10,16,6,10,5,10,7,8,10,3.37,1.113,3.516,0.373,0.398,1.227,0.324,0.714,2.285,0.312,0.741,0.885,0.837,1.056,3.087,4.143,0.343,0.513,0.171,0.43,1.143,1.428,10.389,1.085,0.0,0.772,0.057,0.085,0.671,0.486,1.427,0.341,0.171,0.772,0.222,26.269,26.047,4.769,2.316,4.513,0.529,0.142,0.458,0.31,2.172,4.057,0.535,0.057,0.143,0.399,1.886,3.4,0.555,0.228,0.515,0.443,-1.4,-0.1,-1.5,0.431,0.349,0.252,8.3,23.9,16.2,3.9,1.9,1.1,9.9,14.8
1300,83.0,265,86.0,26.5,8,11,7,7,4,5,4,4,10,8,5,11,11,5,10,6.205,2.541,5.025,0.526,0.204,0.41,0.498,2.332,4.615,0.505,0.924,1.153,0.801,1.027,3.153,4.18,0.437,0.767,0.411,0.873,1.77,0.771,6.219,3.693,0.101,1.332,0.051,0.051,1.0,1.794,3.589,0.5,0.487,0.975,0.499,35.678,35.33,6.076,2.947,5.462,0.556,0.179,0.742,0.241,2.77,4.719,0.587,0.282,0.332,0.849,2.051,3.744,0.548,0.436,0.641,0.68,-0.4,-1.3,-1.7,0.561,0.082,0.229,6.3,20.3,13.1,3.9,2.2,2.2,13.6,16.2
1301,77.5,225,81.0,27.0,9,8,7,13,10,6,8,16,8,6,11,8,5,8,11,5.968,2.456,4.242,0.583,0.03,0.03,1.0,2.424,4.211,0.576,1.03,1.758,0.586,1.242,4.76,6.002,0.788,0.609,0.545,1.424,2.545,-6.454,2.821,4.666,0.0,1.819,0.03,0.06,0.5,2.273,3.85,0.59,0.091,0.302,0.301,47.076,46.863,8.666,4.243,7.332,0.591,0.182,0.333,0.547,4.06,7.0,0.58,0.334,0.425,0.786,3.607,6.211,0.581,0.121,0.364,0.332,-1.2,-1.4,-2.6,0.595,0.007,0.414,6.0,22.6,14.3,5.2,1.3,2.1,22.1,12.5
1302,82.0,250,83.0,28.5,9,12,10,7,6,4,8,13,7,7,9,10,9,5,12,7.553,2.948,6.079,0.515,0.368,1.001,0.368,2.58,5.08,0.508,1.289,1.87,0.689,0.815,2.869,3.684,0.789,0.632,0.131,1.055,2.184,-8.395,7.413,4.212,0.131,2.001,0.025,0.025,1.0,2.078,4.132,0.503,0.473,0.922,0.513,43.586,43.658,9.396,4.394,7.658,0.613,0.605,1.237,0.489,3.791,6.422,0.59,0.236,0.315,0.749,3.238,5.315,0.609,0.316,0.788,0.401,-0.5,-3.6,-4.1,0.547,0.165,0.308,3.9,15.1,9.3,6.0,1.4,0.6,13.3,16.5
1303,81.0,250,84.0,30.5,8,8,6,6,10,6,9,9,6,6,4,9,6,8,9,6.511,2.537,5.488,0.473,0.121,0.22,0.55,2.414,5.268,0.458,1.319,1.707,0.773,1.562,5.415,6.977,0.488,0.319,1.145,1.953,3.073,-14.438,4.507,4.584,0.0,1.904,0.0,0.05,0.0,2.292,4.78,0.479,0.123,0.438,0.281,44.0,44.205,9.148,4.561,8.83,0.518,0.022,0.219,0.1,4.537,8.609,0.527,0.319,0.56,0.57,4.123,7.78,0.53,0.097,0.268,0.362,-2.6,-0.4,-3.0,0.522,0.04,0.311,7.5,26.6,17.0,4.2,0.7,4.0,23.8,16.8
