,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
562,77.5,210,81.0,26.5,12,7,12,10,15,10,9,15,9,13,14,7,6,11,12,12.924,5.101,11.4,0.455,0.174,0.601,0.29,4.924,10.801,0.456,2.55,3.872,0.659,2.475,7.927,10.402,0.648,0.476,0.674,1.576,3.625,-10.076,4.246,9.751,0.0,3.026,0.274,0.299,0.916,4.599,10.174,0.452,0.051,0.324,0.157,54.419,54.257,10.176,5.073,9.326,0.545,0.023,0.35,0.066,5.052,8.976,0.563,0.4,0.698,0.573,4.475,7.675,0.583,0.175,0.601,0.291,0.3,0.7,1.0,0.493,0.053,0.34,9.2,31.7,20.1,4.9,0.9,2.1,10.7,24.3
563,81.5,235,88.25,43.5,12,10,10,7,16,8,9,18,8,9,6,10,7,5,11,8.024,3.194,5.732,0.559,0.023,0.367,0.063,3.17,5.366,0.591,1.611,2.413,0.668,1.024,5.196,6.22,0.756,0.464,0.952,0.66,2.439,4.878,3.034,5.903,0.096,1.807,0.0,0.0,,2.95,4.78,0.617,0.219,0.584,0.375,41.705,41.595,7.391,3.635,6.801,0.543,0.122,0.244,0.5,3.511,6.559,0.535,0.293,0.341,0.859,3.05,5.78,0.528,0.17,0.439,0.387,1.0,0.1,1.1,0.591,0.064,0.421,5.5,29.3,17.0,5.5,1.1,4.3,8.9,16.3
564,79.0,225,84.0,35.5,14,14,9,5,10,8,8,5,14,6,9,17,8,7,10,12.223,4.888,9.027,0.554,0.22,0.668,0.329,4.666,8.36,0.558,2.222,2.667,0.833,2.388,6.751,9.139,0.75,0.863,0.835,1.417,2.64,2.416,4.402,8.781,0.0,2.335,0.0,0.027,0.0,4.388,7.612,0.576,0.277,0.723,0.383,53.141,53.262,9.334,4.556,8.444,0.553,0.22,0.556,0.396,4.333,7.888,0.549,0.22,0.501,0.439,3.833,6.86,0.559,0.279,0.528,0.528,1.2,0.2,1.4,0.599,0.074,0.295,9.6,28.4,18.8,4.8,1.6,2.9,12.2,19.6
565,84.5,260,85.25,31.0,9,10,10,8,9,15,5,19,9,6,9,11,6,8,10,5.634,2.244,3.806,0.59,0.0,0.023,0.0,2.244,3.78,0.594,1.144,1.633,0.701,1.048,3.515,4.563,0.781,0.392,0.901,0.682,1.242,1.293,2.377,4.341,0.05,1.414,0.0,0.022,0.0,2.17,3.585,0.605,0.073,0.171,0.427,31.001,31.033,4.048,1.998,4.636,0.436,0.05,0.245,0.204,1.951,4.389,0.445,0.146,0.34,0.429,1.658,3.706,0.447,0.145,0.34,0.426,1.2,1.5,2.7,0.623,0.006,0.429,7.7,25.6,16.7,7.9,1.3,5.2,13.1,15.1
566,82.5,240,86.25,29.5,12,13,7,12,14,11,11,12,5,4,12,15,13,10,12,16.707,6.732,11.0,0.625,0.292,0.733,0.398,6.439,10.268,0.627,2.95,4.657,0.633,2.66,8.535,11.195,0.61,1.658,1.927,1.563,2.56,7.61,3.458,12.634,0.0,3.659,0.023,0.049,0.469,6.294,9.804,0.642,0.121,0.414,0.292,59.994,59.619,8.121,3.976,9.464,0.429,0.171,0.487,0.351,3.806,8.975,0.424,0.219,0.586,0.374,3.415,7.976,0.428,0.171,0.417,0.41,2.4,2.7,5.2,0.64,0.067,0.423,9.4,31.5,20.3,3.7,2.8,5.9,10.7,21.8
567,76.5,190,79.25,30.0,8,17,8,12,12,7,9,5,11,11,13,18,11,14,11,12.074,4.576,8.326,0.578,0.476,0.9,0.529,4.1,7.427,0.552,2.45,2.75,0.891,1.974,6.553,8.527,0.55,1.225,0.602,1.076,3.375,5.099,7.91,6.101,0.0,2.451,0.098,0.251,0.39,2.95,5.126,0.575,1.048,2.052,0.511,56.258,55.92,10.249,5.0,8.952,0.573,0.251,0.876,0.287,4.749,8.074,0.588,0.325,0.625,0.52,4.002,6.6,0.606,0.427,0.849,0.503,1.4,-0.5,0.9,0.633,0.108,0.33,7.4,27.4,16.8,3.0,2.2,1.9,10.1,17.0
568,79.5,210,85.25,30.5,13,17,7,11,11,8,8,12,7,10,12,19,5,13,10,19.1,7.475,13.8,0.549,0.2,0.623,0.321,7.272,13.175,0.552,3.948,4.527,0.872,2.099,6.95,9.049,0.3,0.45,1.649,1.449,2.876,2.65,4.472,13.251,0.051,3.475,0.051,0.1,0.51,6.573,11.475,0.573,0.651,1.6,0.407,58.998,59.932,9.25,4.598,9.425,0.491,0.05,0.3,0.167,4.549,9.126,0.498,0.301,0.526,0.572,4.073,8.174,0.498,0.175,0.424,0.413,2.5,0.6,3.1,0.605,0.045,0.328,8.4,26.2,17.6,1.8,0.7,5.0,8.4,26.4
569,78.0,215,83.0,33.0,7,7,10,5,13,16,4,6,5,15,8,7,12,13,9,6.428,2.404,4.976,0.507,0.237,0.882,0.269,2.168,4.095,0.529,1.382,1.953,0.708,2.215,7.382,9.597,0.712,0.785,0.736,1.571,2.237,-0.758,5.981,3.667,0.049,1.835,0.094,0.263,0.357,1.714,2.951,0.581,0.332,0.88,0.377,58.234,58.09,6.43,3.048,6.786,0.474,0.332,1.0,0.332,2.714,5.785,0.469,0.143,0.499,0.287,2.358,4.715,0.5,0.215,0.571,0.377,-1.6,2.1,0.6,0.551,0.177,0.392,7.5,27.1,16.9,3.7,1.4,2.4,21.2,11.1
570,84.0,275,89.25,25.5,13,13,6,11,13,6,4,11,6,7,6,15,7,12,10,17.299,6.489,10.383,0.625,0.0,0.0,,6.489,10.383,0.625,4.318,4.874,0.886,2.511,7.681,10.192,0.489,0.829,1.448,1.491,2.807,13.638,2.739,12.509,0.044,3.3,0.0,0.021,0.0,6.256,9.848,0.635,0.234,0.512,0.457,53.047,52.892,8.211,4.044,8.511,0.483,0.127,0.445,0.285,3.916,8.063,0.486,0.213,0.446,0.478,3.468,7.066,0.491,0.233,0.553,0.421,3.5,1.9,5.4,0.69,0.0,0.469,10.2,30.6,20.5,3.1,1.6,5.0,10.6,23.3
571,75.0,215,80.0,44.5,12,7,8,10,12,11,15,13,9,16,6,8,11,11,11,10.85,4.425,8.201,0.543,0.05,0.05,1.0,4.376,8.151,0.537,1.95,3.7,0.527,1.799,6.326,8.125,1.05,0.601,1.625,1.575,2.625,-2.725,3.445,8.3,0.051,2.998,0.099,0.15,0.66,4.049,7.375,0.549,0.225,0.626,0.359,57.234,57.11,8.423,4.151,8.751,0.481,0.124,0.475,0.261,4.025,8.273,0.487,0.299,0.475,0.629,3.549,7.299,0.486,0.175,0.501,0.349,0.0,0.7,0.7,0.552,0.006,0.451,6.4,24.8,15.1,6.4,1.1,5.2,13.8,17.8
572,82.0,240,86.0,37.5,7,11,7,7,9,10,12,13,8,10,8,12,8,12,11,12.733,5.196,8.999,0.59,0.22,0.685,0.321,4.976,8.317,0.598,2.122,2.928,0.725,2.099,7.754,9.853,0.585,1.023,1.246,1.147,2.855,8.17,4.863,8.438,0.096,2.707,0.022,0.05,0.44,4.195,6.757,0.621,0.758,1.513,0.501,59.485,59.384,9.78,4.853,10.049,0.487,0.073,0.244,0.299,4.78,9.808,0.487,0.366,0.682,0.537,4.12,8.537,0.483,0.292,0.584,0.5,1.3,1.1,2.4,0.619,0.076,0.325,7.3,27.8,17.4,3.1,1.7,3.9,10.0,17.1
573,85.5,245,93.0,30.0,10,7,5,4,2,7,7,11,2,4,7,6,1,4,5,9.763,4.185,6.632,0.631,0.0,0.079,0.0,4.185,6.552,0.639,1.395,2.367,0.589,0.947,3.683,4.63,0.209,1.052,1.341,1.342,2.659,1.58,2.894,8.158,0.0,2.237,0.0,0.025,0.0,4.079,6.265,0.651,0.105,0.263,0.399,42.851,42.393,6.317,3.131,7.288,0.433,0.053,0.262,0.202,3.078,7.027,0.438,0.158,0.315,0.502,2.683,6.182,0.434,0.237,0.527,0.45,0.2,0.1,0.3,0.636,0.012,0.357,4.6,18.4,11.4,1.6,2.5,5.6,14.9,18.5
574,80.5,240,85.0,29.0,14,8,11,10,5,8,11,14,4,11,11,7,6,10,11,13.972,5.277,9.305,0.57,0.055,0.055,1.0,5.222,9.248,0.565,3.36,4.973,0.676,1.222,5.668,6.89,0.583,0.526,0.417,1.25,2.832,0.14,4.101,9.999,0.0,3.832,0.083,0.083,1.0,4.917,8.666,0.567,0.221,0.5,0.442,59.308,59.267,10.027,4.915,8.748,0.573,0.194,0.39,0.497,4.722,8.362,0.565,0.278,0.529,0.526,4.25,7.305,0.582,0.195,0.528,0.369,1.2,-1.2,0.1,0.608,0.006,0.534,4.7,20.7,12.9,3.2,0.9,1.2,9.8,19.9
575,84.0,265,86.0,29.5,10,9,14,5,18,17,6,19,6,8,5,11,12,7,11,12.544,4.932,8.635,0.588,0.294,0.818,0.359,4.636,7.818,0.593,2.385,3.774,0.632,3.137,8.455,11.592,0.659,1.386,1.114,1.226,2.57,15.158,4.156,8.635,0.047,2.773,0.021,0.021,1.0,4.273,7.272,0.588,0.318,0.521,0.61,60.533,60.405,7.569,3.636,7.252,0.522,0.295,0.568,0.519,3.341,6.681,0.5,0.249,0.433,0.575,2.66,5.569,0.478,0.43,0.682,0.63,1.5,2.0,3.6,0.609,0.095,0.437,11.6,31.2,21.4,3.1,2.3,3.7,10.6,16.9
576,78.0,205,82.0,30.0,7,15,8,9,7,10,7,6,9,5,5,16,13,7,9,13.498,5.299,11.874,0.504,1.375,3.347,0.411,3.925,8.524,0.46,1.525,2.149,0.71,1.148,5.851,6.999,0.451,1.228,0.7,1.975,3.077,-11.75,12.128,4.249,0.051,1.975,0.051,0.098,0.52,2.049,4.3,0.477,1.799,4.124,0.436,52.259,51.572,9.274,4.551,8.201,0.566,0.174,0.5,0.348,4.376,7.7,0.568,0.349,0.574,0.608,3.799,6.65,0.571,0.222,0.475,0.467,-0.8,-0.5,-1.3,0.526,0.282,0.181,4.5,25.3,14.4,3.9,2.4,2.3,13.3,25.6
577,81.5,240,82.0,28.0,9,11,6,9,10,9,6,10,8,8,9,14,5,12,11,12.575,5.077,9.149,0.559,0.075,0.401,0.187,5.0,8.751,0.571,2.348,3.326,0.706,3.026,6.75,9.776,0.576,0.65,0.976,1.125,2.824,8.626,3.994,8.998,0.051,2.924,0.099,0.15,0.66,4.402,7.477,0.589,0.501,1.125,0.445,54.599,53.852,7.85,3.877,8.048,0.488,0.099,0.451,0.22,3.776,7.6,0.497,0.373,0.7,0.533,3.201,6.375,0.502,0.2,0.526,0.38,1.9,1.2,3.2,0.592,0.044,0.364,10.9,26.6,18.4,3.6,1.2,3.3,9.6,18.7
578,78.5,205,83.0,32.0,11,9,12,11,14,6,6,5,8,11,11,9,8,5,11,9.725,3.902,8.448,0.469,0.126,0.675,0.187,3.775,7.775,0.486,1.8,2.599,0.693,2.051,5.974,8.025,0.449,0.224,1.148,2.049,2.925,-10.899,5.586,6.6,0.0,2.35,0.226,0.374,0.604,3.077,6.076,0.506,0.475,1.326,0.358,52.774,52.843,9.45,4.576,8.875,0.532,0.299,0.626,0.478,4.276,8.25,0.518,0.3,0.499,0.601,3.8,7.227,0.526,0.175,0.525,0.333,-1.7,-0.4,-2.0,0.507,0.08,0.308,8.5,24.9,16.7,3.0,0.4,3.8,17.6,19.8
579,82.0,270,84.0,30.0,10,8,13,12,11,16,6,12,7,7,8,8,7,7,11,8.243,3.223,5.822,0.554,0.0,0.021,0.0,3.223,5.799,0.556,1.8,2.711,0.664,1.911,6.134,8.045,0.421,1.333,1.999,1.178,3.045,15.733,1.85,6.443,0.046,2.377,0.021,0.021,1.0,3.178,5.645,0.563,0.0,0.134,0.0,55.606,55.409,8.667,4.266,9.311,0.465,0.133,0.489,0.272,4.132,8.822,0.468,0.422,0.889,0.475,3.467,7.465,0.464,0.244,0.468,0.521,-0.3,0.7,0.3,0.588,0.004,0.466,7.9,24.4,16.3,1.9,2.4,6.5,14.4,13.3
580,81.5,255,85.0,29.0,11,10,14,10,9,11,14,16,5,5,10,12,11,12,12,14.977,5.642,10.928,0.557,0.882,2.382,0.37,4.76,8.547,0.557,2.81,3.571,0.787,1.835,6.903,8.738,0.475,0.74,0.954,1.571,2.762,2.359,6.892,8.809,0.049,2.811,0.166,0.19,0.874,4.237,6.905,0.614,0.357,1.453,0.246,55.123,55.503,8.69,4.191,8.05,0.54,0.31,0.572,0.542,3.88,7.477,0.519,0.334,0.738,0.453,3.31,6.214,0.533,0.238,0.523,0.455,1.3,0.5,1.8,0.599,0.218,0.327,7.7,24.9,16.9,3.3,1.3,3.3,11.2,23.1
581,80.5,250,85.0,32.0,16,9,11,7,9,9,7,10,5,5,6,8,12,10,10,13.163,5.026,9.271,0.544,0.026,0.107,0.243,4.999,9.161,0.546,3.081,4.351,0.708,1.109,5.675,6.784,0.46,0.513,1.728,1.46,2.838,4.488,4.0,9.728,0.054,3.324,0.053,0.081,0.654,4.813,8.569,0.562,0.134,0.515,0.26,58.138,58.267,10.512,5.161,11.137,0.472,0.189,0.459,0.412,4.973,10.676,0.466,0.298,0.351,0.849,4.296,9.322,0.461,0.377,1.001,0.377,0.4,-0.5,-0.1,0.588,0.012,0.469,4.3,22.0,13.1,2.7,0.9,5.2,11.5,20.0
582,76.0,215,82.0,40.0,9,12,6,13,8,9,16,16,8,9,9,13,6,14,11,5.194,2.121,3.878,0.556,0.073,0.316,0.231,2.05,3.561,0.576,0.88,1.195,0.736,1.487,4.464,5.951,0.781,0.707,0.856,1.122,1.34,3.268,3.65,3.708,0.0,1.194,0.0,0.0,,1.852,3.146,0.589,0.194,0.416,0.466,36.244,35.988,6.027,2.976,5.952,0.506,0.073,0.293,0.249,2.902,5.659,0.513,0.218,0.364,0.599,2.561,5.023,0.51,0.121,0.267,0.453,-0.5,0.6,0.1,0.59,0.081,0.308,8.8,26.4,17.6,6.5,2.0,4.3,20.3,13.7
583,75.0,200,81.0,32.0,13,13,8,12,6,14,9,7,10,9,7,14,5,10,11,11.683,4.683,8.587,0.554,0.146,0.341,0.428,4.535,8.244,0.55,2.172,3.145,0.691,1.657,5.611,7.268,1.099,0.391,0.804,1.611,2.706,-0.023,4.782,8.193,0.05,2.585,0.048,0.072,0.667,4.048,7.389,0.548,0.438,0.781,0.561,55.695,55.661,8.927,4.364,8.487,0.526,0.195,0.365,0.534,4.17,8.12,0.514,0.488,0.854,0.571,3.538,6.855,0.516,0.144,0.417,0.345,0.5,-0.4,0.0,0.586,0.04,0.366,6.4,21.4,14.0,6.3,0.7,2.6,13.9,18.7
584,79.0,180,79.0,27.5,8,8,13,8,11,3,7,9,8,7,11,8,7,4,9,3.999,1.396,3.106,0.462,0.079,0.209,0.378,1.315,2.895,0.454,1.13,1.553,0.728,1.392,3.028,4.42,0.685,0.183,0.105,0.975,1.21,-3.027,4.563,2.262,0.0,1.632,0.025,0.052,0.481,1.105,2.368,0.467,0.183,0.474,0.386,29.497,29.536,5.156,2.5,4.659,0.554,0.158,0.447,0.353,2.342,4.211,0.556,0.341,0.448,0.761,1.921,3.369,0.57,0.079,0.396,0.199,-0.8,-0.9,-1.7,0.528,0.067,0.5,10.4,21.7,16.2,7.0,0.6,0.6,20.5,14.5
585,80.0,245,87.0,28.0,15,15,11,10,14,9,8,13,9,6,8,17,6,14,12,18.001,7.309,12.643,0.597,0.476,1.262,0.377,6.833,11.38,0.6,2.904,3.714,0.782,2.881,7.929,10.81,0.547,0.428,1.096,1.428,2.857,5.594,4.946,12.095,0.142,2.93,0.048,0.048,1.0,6.002,9.952,0.603,0.785,1.38,0.569,56.385,56.515,9.095,4.476,8.57,0.531,0.143,0.357,0.401,4.333,8.214,0.528,0.525,0.785,0.669,3.573,6.905,0.517,0.235,0.524,0.448,3.1,1.2,4.3,0.63,0.1,0.294,11.3,30.1,20.9,3.4,0.8,3.4,9.1,24.9
586,78.5,200,82.25,40.5,17,8,8,11,7,16,5,17,10,7,7,9,8,13,11,19.487,7.927,13.072,0.608,0.05,0.05,1.0,7.877,13.024,0.605,3.584,5.486,0.653,2.123,5.536,7.659,0.755,1.123,1.268,1.341,2.512,2.392,3.621,15.22,0.145,4.0,0.0,0.022,0.0,7.61,12.366,0.615,0.269,0.633,0.425,56.158,56.52,6.902,3.366,7.537,0.458,0.171,0.392,0.436,3.196,7.145,0.447,0.268,0.512,0.523,2.754,5.976,0.461,0.17,0.656,0.259,3.7,0.9,4.6,0.629,0.004,0.42,8.2,21.2,14.7,5.4,2.0,4.4,8.0,26.6
587,80.5,220,86.0,30.5,14,12,11,9,8,6,4,13,7,14,9,13,8,9,10,15.263,6.072,10.31,0.592,0.072,0.144,0.5,5.999,10.165,0.59,3.049,3.978,0.766,1.834,7.143,8.977,0.595,0.666,1.453,1.216,3.311,2.335,3.38,11.619,0.049,3.477,0.094,0.094,1.0,5.715,9.737,0.587,0.191,0.334,0.572,52.733,52.674,10.572,5.191,10.548,0.501,0.191,0.502,0.38,5.003,10.048,0.498,0.308,0.548,0.562,4.5,9.071,0.496,0.19,0.429,0.443,2.6,0.4,3.1,0.633,0.014,0.386,7.9,29.2,18.9,4.3,1.3,4.7,9.2,22.9
588,81.0,235,85.25,33.0,7,9,10,9,11,13,8,8,10,6,5,10,12,9,10,14.367,5.781,9.733,0.62,0.512,1.341,0.382,5.268,8.39,0.628,2.294,3.292,0.697,2.39,7.732,10.122,0.755,1.439,1.583,1.561,2.538,2.22,5.41,9.268,0.05,2.488,0.023,0.023,1.0,4.585,7.072,0.648,0.633,1.294,0.489,56.53,56.716,7.194,3.438,8.27,0.435,0.318,1.0,0.318,3.121,7.267,0.429,0.194,0.416,0.466,2.611,5.903,0.442,0.318,0.95,0.335,1.8,2.6,4.4,0.642,0.138,0.338,8.9,27.7,18.5,4.6,2.5,5.2,12.3,20.1
589,79.0,245,81.25,30.5,11,9,11,9,5,13,9,12,6,15,7,9,9,5,11,7.128,2.668,5.257,0.51,0.025,0.102,0.245,2.642,5.155,0.513,1.769,2.309,0.766,1.335,3.28,4.615,0.513,0.538,0.487,0.871,2.128,-1.179,2.827,5.18,0.052,2.0,0.052,0.078,0.667,2.539,4.897,0.518,0.051,0.18,0.283,40.813,40.505,6.204,3.052,5.847,0.531,0.102,0.178,0.573,2.949,5.667,0.52,0.229,0.461,0.497,2.643,4.923,0.537,0.077,0.282,0.273,0.2,-1.1,-0.9,0.568,0.019,0.439,7.3,18.1,12.7,4.0,1.3,2.2,12.2,16.0
590,77.5,220,83.25,28.5,12,9,6,10,6,11,14,8,15,11,6,9,7,7,10,5.715,2.486,4.742,0.527,0.028,0.113,0.248,2.457,4.629,0.531,0.714,1.2,0.595,0.913,3.03,3.943,0.516,0.429,0.287,1.486,1.802,-5.687,3.618,4.571,0.0,1.228,0.029,0.029,1.0,2.257,4.056,0.556,0.171,0.544,0.314,33.483,33.506,4.372,2.142,4.027,0.543,0.086,0.228,0.377,2.057,3.799,0.541,0.142,0.315,0.451,1.857,3.344,0.555,0.057,0.141,0.404,-2.2,-0.3,-2.5,0.542,0.024,0.253,5.8,19.8,12.7,5.2,1.3,1.5,22.0,18.2
591,85.5,240,91.0,23.5,16,6,7,9,19,12,4,9,10,7,8,8,3,9,10,13.749,6.046,8.249,0.736,0.045,0.045,1.0,6.0,8.205,0.731,1.614,3.093,0.522,3.046,8.728,11.774,0.591,0.863,1.728,1.408,2.886,9.227,2.842,11.908,0.137,2.5,0.0,0.0,,5.956,8.045,0.74,0.047,0.159,0.296,60.176,59.811,8.59,4.182,9.021,0.476,0.228,0.682,0.334,3.955,8.34,0.474,0.479,0.886,0.541,3.181,6.729,0.473,0.297,0.727,0.409,2.4,2.2,4.6,0.715,0.005,0.375,11.2,31.8,21.6,3.1,1.4,5.7,12.8,16.5
592,73.5,190,78.0,37.0,12,10,6,14,11,14,15,15,5,5,13,10,7,12,11,11.512,4.232,8.699,0.488,0.023,0.044,0.523,4.209,8.651,0.487,3.021,4.256,0.71,2.489,6.907,9.396,0.442,0.652,0.767,1.721,2.234,-5.207,3.923,8.234,0.0,3.325,0.021,0.094,0.223,4.094,8.208,0.499,0.093,0.349,0.266,57.745,58.262,7.233,3.535,6.697,0.54,0.162,0.583,0.278,3.372,6.115,0.551,0.349,0.466,0.749,2.815,5.163,0.545,0.211,0.487,0.433,-0.1,1.0,0.8,0.544,0.005,0.489,9.0,25.5,17.2,2.7,1.1,2.4,14.0,19.0
593,81.0,265,82.0,27.5,14,15,12,8,10,6,6,11,9,8,11,18,5,8,10,21.773,8.701,15.299,0.581,0.375,1.175,0.319,8.325,14.127,0.589,4.001,5.65,0.708,2.55,7.075,9.625,0.425,0.547,1.15,1.701,2.701,-9.548,4.015,15.749,0.099,4.373,0.024,0.099,0.242,7.852,13.2,0.595,0.45,0.824,0.546,54.663,54.585,10.876,5.325,9.625,0.565,0.225,0.601,0.374,5.099,9.026,0.565,0.4,0.7,0.571,4.476,7.849,0.57,0.224,0.475,0.472,3.9,-0.3,3.6,0.612,0.077,0.369,10.4,28.7,19.6,3.9,1.0,3.5,8.7,32.3
594,77.5,205,83.0,30.0,5,9,5,5,6,9,8,10,12,13,12,9,7,8,10,4.903,1.902,4.22,0.459,0.073,0.243,0.3,1.83,3.975,0.46,1.025,1.537,0.667,1.39,4.756,6.146,0.999,0.343,0.83,1.707,1.927,-9.608,5.732,3.319,0.0,2.121,0.17,0.293,0.58,1.488,3.098,0.48,0.171,0.582,0.294,41.791,41.562,7.512,3.683,7.562,0.497,0.147,0.44,0.334,3.537,7.122,0.497,0.316,0.465,0.68,2.977,6.319,0.471,0.243,0.341,0.713,-2.4,0.0,-2.4,0.501,0.058,0.364,7.2,24.1,15.7,8.8,0.8,3.4,25.9,14.4
595,82.0,230,90.0,29.5,7,1,4,3,4,4,4,6,5,2,2,2,1,9,4,6.075,2.602,4.525,0.575,0.0,0.0,,2.602,4.525,0.575,0.874,1.525,0.573,1.051,3.573,4.624,0.648,0.7,1.026,1.627,2.623,-5.5,2.346,5.15,0.0,2.024,0.0,0.0,,2.574,4.45,0.578,0.023,0.075,0.307,45.22,45.275,9.95,4.951,8.326,0.598,0.049,0.2,0.245,4.9,8.124,0.603,0.375,0.525,0.714,4.1,6.951,0.59,0.424,0.649,0.653,-1.8,-3.1,-4.8,0.585,0.0,0.337,4.8,18.4,11.2,4.6,1.5,4.0,23.8,13.5
596,83.0,260,85.0,27.5,7,7,7,5,11,9,6,6,5,5,6,10,9,4,9,6.184,2.581,4.263,0.618,0.105,0.262,0.401,2.474,3.999,0.619,0.921,1.607,0.573,2.21,6.71,8.92,0.553,0.13,1.13,2.132,2.472,-6.815,4.675,4.684,0.0,1.894,0.053,0.08,0.662,2.239,3.447,0.65,0.131,0.473,0.277,46.299,46.599,6.762,3.289,7.211,0.469,0.185,0.394,0.47,3.105,6.815,0.456,0.209,0.448,0.467,2.737,6.026,0.454,0.158,0.343,0.461,-1.8,2.1,0.3,0.622,0.061,0.377,10.3,29.0,20.0,4.2,0.3,4.1,30.0,13.6
597,84.5,250,93.0,27.5,4,8,5,3,11,9,2,8,6,3,7,8,5,8,6,5.22,2.145,3.925,0.556,0.072,0.194,0.371,2.072,3.733,0.555,0.855,1.269,0.674,2.293,6.145,8.438,0.341,0.461,1.635,1.805,2.464,-2.561,4.699,3.414,0.195,1.488,0.022,0.073,0.301,1.658,2.585,0.641,0.365,1.073,0.34,45.709,45.921,8.147,3.95,8.367,0.487,0.246,0.488,0.504,3.708,7.879,0.471,0.293,0.586,0.5,3.123,6.758,0.462,0.293,0.537,0.546,-2.1,0.9,-1.2,0.582,0.049,0.323,10.5,28.6,19.5,2.4,1.0,6.0,28.7,12.3
598,81.5,230,85.0,29.0,17,16,13,8,12,13,5,15,13,5,13,18,10,14,12,17.976,6.673,11.535,0.588,0.21,0.839,0.25,6.465,10.698,0.604,4.418,6.161,0.717,2.906,8.56,11.466,0.582,0.722,1.791,1.372,2.813,11.07,2.999,12.698,0.093,4.209,0.021,0.092,0.228,6.301,10.375,0.607,0.116,0.233,0.498,60.154,60.473,8.208,4.022,9.095,0.451,0.163,0.56,0.291,3.86,8.535,0.452,0.232,0.512,0.453,3.303,7.301,0.452,0.326,0.72,0.453,3.1,2.4,5.6,0.631,0.073,0.534,10.3,28.4,19.7,3.4,1.2,5.6,8.8,23.2
599,80.0,195,82.25,36.5,12,14,13,11,8,13,4,6,8,7,9,17,5,14,10,16.859,6.453,12.001,0.546,0.19,0.954,0.199,6.262,11.049,0.567,3.761,4.617,0.815,2.952,6.953,9.905,0.644,0.524,1.572,1.809,2.834,8.002,4.06,11.666,0.049,3.619,0.021,0.048,0.438,5.763,9.834,0.586,0.429,1.167,0.368,55.831,55.555,8.192,4.047,8.452,0.485,0.096,0.333,0.288,3.953,8.118,0.487,0.43,0.808,0.532,3.166,6.597,0.48,0.358,0.713,0.502,2.3,1.2,3.5,0.601,0.079,0.385,11.1,27.5,19.1,4.1,0.9,5.1,11.4,24.8
600,80.0,235,79.0,28.5,15,12,6,11,7,11,11,18,8,5,10,13,12,15,11,16.401,6.4,10.25,0.624,0.0,0.0,,6.4,10.25,0.624,3.599,4.524,0.796,2.148,4.978,7.126,0.626,1.301,1.299,1.099,2.724,16.724,3.068,12.45,0.051,3.199,0.023,0.051,0.451,6.201,9.8,0.633,0.175,0.4,0.437,49.504,49.325,5.874,2.899,6.675,0.44,0.075,0.325,0.231,2.825,6.35,0.445,0.175,0.549,0.319,2.475,5.35,0.463,0.175,0.449,0.39,4.0,1.3,5.2,0.67,0.0,0.441,9.7,21.8,15.8,4.2,2.6,4.9,8.2,23.7
601,80.0,265,87.25,33.5,16,7,14,12,10,10,12,11,6,9,13,8,9,12,11,15.866,6.666,10.954,0.61,0.021,0.021,1.0,6.646,10.933,0.608,2.512,4.066,0.618,2.02,7.046,9.066,0.489,1.643,1.6,1.466,2.979,11.245,3.064,13.111,0.089,3.089,0.11,0.134,0.821,6.445,10.511,0.613,0.09,0.29,0.31,52.446,52.065,8.444,4.156,8.933,0.473,0.134,0.556,0.241,4.022,8.378,0.48,0.311,0.599,0.519,3.376,7.155,0.472,0.333,0.624,0.534,2.3,1.5,3.8,0.623,0.002,0.371,8.7,29.8,19.4,3.2,3.2,5.7,10.3,24.4
602,76.5,205,79.0,27.5,5,7,9,14,13,8,12,13,8,5,11,7,13,11,12,9.396,3.92,7.974,0.502,0.158,0.63,0.251,3.763,7.343,0.512,1.395,2.158,0.646,1.946,5.766,7.712,1.08,1.314,0.576,1.264,2.554,-5.0,5.125,6.422,0.158,1.972,0.21,0.289,0.727,3.0,5.606,0.535,0.552,1.447,0.381,53.604,53.043,9.975,4.816,8.447,0.59,0.341,0.789,0.432,4.475,7.656,0.585,0.369,0.528,0.699,3.815,6.605,0.578,0.29,0.527,0.55,-0.1,-1.1,-1.2,0.526,0.079,0.271,7.4,24.3,15.4,6.6,2.5,1.8,12.4,16.9
